dataset,policy,workers,total_jobs,total_simulation_time,average_waiting_time,average_turnaround_time,throughput,worker_utilization,starvation_risk_jobs
jobs_10000,SJF,255,10000,624,24.55,39.91,16.026,96.49,1034
jobs_10000,Priority,255,10000,628,46.72,62.07,15.924,95.87,1931
jobs_10000,FIFO,256,10000,627,45.28,60.64,15.949,95.65,6051
jobs_10000,SJF,256,10000,623,23.94,39.29,16.051,96.26,991
jobs_10000,Priority,256,10000,626,45.60,60.95,15.974,95.80,1930
jobs_10000,FIFO,257,10000,625,44.17,59.52,16.000,95.58,6002
jobs_10000,SJF,257,10000,621,23.33,38.68,16.103,96.20,938
jobs_10000,Priority,257,10000,624,44.45,59.81,16.026,95.74,1926
jobs_10000,FIFO,258,10000,622,43.05,58.41,16.077,95.67,5953
jobs_10000,SJF,258,10000,620,22.72,38.08,16.129,95.98,933
jobs_10000,Priority,258,10000,622,43.37,58.73,16.077,95.67,1923
jobs_10000,FIFO,259,10000,620,41.95,57.31,16.129,95.61,5909
jobs_10000,SJF,259,10000,619,22.13,37.48,16.155,95.76,887
jobs_10000,Priority,259,10000,619,42.28,57.63,16.155,95.76,1921
jobs_10000,FIFO,260,10000,618,40.87,56.22,16.181,95.55,5833
jobs_10000,SJF,260,10000,617,21.53,36.88,16.207,95.70,874
jobs_10000,Priority,260,10000,617,41.15,56.50,16.207,95.70,1915
jobs_10000,FIFO,261,10000,616,39.79,55.14,16.234,95.49,5748
jobs_10000,SJF,261,10000,612,20.95,36.30,16.340,96.12,863
jobs_10000,Priority,261,10000,615,40.05,55.40,16.260,95.65,1912
jobs_10000,FIFO,262,10000,613,38.72,54.07,16.313,95.59,5663
jobs_10000,SJF,262,10000,607,20.37,35.73,16.474,96.54,845
jobs_10000,Priority,262,10000,613,38.96,54.31,16.313,95.59,1906
jobs_10000,FIFO,263,10000,611,37.66,53.01,16.367,95.54,5621
jobs_10000,SJF,263,10000,604,19.81,35.16,16.556,96.65,838
jobs_10000,Priority,263,10000,611,37.84,53.20,16.367,95.54,1895
jobs_10000,FIFO,264,10000,609,36.60,51.95,16.420,95.49,5551
jobs_10000,SJF,264,10000,602,19.24,34.60,16.611,96.60,828
jobs_10000,Priority,264,10000,609,36.80,52.15,16.420,95.49,1891
jobs_10000,FIFO,265,10000,607,35.55,50.90,16.474,95.45,5476
jobs_10000,SJF,265,10000,601,18.69,34.04,16.639,96.40,813
jobs_10000,Priority,265,10000,606,35.73,51.08,16.502,95.60,1887
jobs_10000,FIFO,266,10000,605,34.51,49.86,16.529,95.40,5355
jobs_10000,SJF,266,10000,599,18.14,33.49,16.694,96.36,801
jobs_10000,Priority,266,10000,604,34.67,50.02,16.556,95.56,1876
jobs_10000,FIFO,267,10000,602,33.48,48.83,16.611,95.52,5258
jobs_10000,SJF,267,10000,598,17.59,32.94,16.722,96.16,794
jobs_10000,Priority,267,10000,602,33.63,48.98,16.611,95.52,1867
jobs_10000,FIFO,268,10000,600,32.45,47.81,16.667,95.48,5209
jobs_10000,SJF,268,10000,596,17.04,32.39,16.779,96.12,782
jobs_10000,Priority,268,10000,600,32.58,47.94,16.667,95.48,1860
jobs_10000,FIFO,269,10000,598,31.44,46.79,16.722,95.44,5093
jobs_10000,SJF,269,10000,595,16.50,31.85,16.807,95.92,775
jobs_10000,Priority,269,10000,598,31.55,46.90,16.722,95.44,1848
jobs_10000,FIFO,270,10000,596,30.43,45.78,16.779,95.41,4944
jobs_10000,SJF,270,10000,594,15.95,31.31,16.835,95.73,769
jobs_10000,Priority,270,10000,596,30.54,45.89,16.779,95.41,1838
jobs_10000,FIFO,271,10000,594,29.43,44.79,16.835,95.38,4835
jobs_10000,SJF,271,10000,591,15.42,30.77,16.920,95.86,756
jobs_10000,Priority,271,10000,594,29.54,44.89,16.835,95.38,1833
jobs_10000,FIFO,272,10000,592,28.44,43.80,16.892,95.35,4704
jobs_10000,SJF,272,10000,590,14.89,30.24,16.949,95.67,723
jobs_10000,Priority,272,10000,592,28.53,43.88,16.892,95.35,1832
jobs_10000,FIFO,273,10000,590,27.46,42.81,16.949,95.32,4623
jobs_10000,SJF,273,10000,589,14.36,29.71,16.978,95.48,699
jobs_10000,Priority,273,10000,590,27.54,42.89,16.949,95.32,1828
jobs_10000,FIFO,274,10000,588,26.48,41.84,17.007,95.29,4518
jobs_10000,SJF,274,10000,587,13.84,29.19,17.036,95.46,676
jobs_10000,Priority,274,10000,588,26.58,41.93,17.007,95.29,1824
jobs_10000,FIFO,275,10000,586,25.52,40.87,17.065,95.27,4389
jobs_10000,SJF,275,10000,582,13.32,28.67,17.182,95.93,631
jobs_10000,Priority,275,10000,586,25.62,40.98,17.065,95.27,1806
jobs_10000,FIFO,276,10000,584,24.56,39.91,17.123,95.25,4224
jobs_10000,SJF,276,10000,577,12.82,28.18,17.331,96.41,613
jobs_10000,Priority,276,10000,584,24.65,40.00,17.123,95.25,1779
jobs_10000,FIFO,277,10000,582,23.60,38.95,17.182,95.23,3896
jobs_10000,SJF,277,10000,576,12.32,27.68,17.361,96.23,588
jobs_10000,Priority,277,10000,582,23.70,39.05,17.182,95.23,1759
jobs_10000,FIFO,278,10000,580,22.65,38.01,17.241,95.22,3547
jobs_10000,SJF,278,10000,573,11.83,27.18,17.452,96.38,547
jobs_10000,Priority,278,10000,580,22.75,38.11,17.241,95.22,1756
jobs_10000,FIFO,279,10000,578,21.71,37.06,17.301,95.20,3431
jobs_10000,SJF,279,10000,572,11.34,26.69,17.483,96.20,535
jobs_10000,Priority,279,10000,578,21.81,37.17,17.301,95.20,1748
jobs_10000,FIFO,280,10000,576,20.78,36.13,17.361,95.19,3155
jobs_10000,SJF,280,10000,571,10.85,26.21,17.513,96.03,539
jobs_10000,Priority,280,10000,576,20.86,36.21,17.361,95.19,1734
jobs_10000,FIFO,281,10000,574,19.85,35.21,17.422,95.19,2920
jobs_10000,SJF,281,10000,569,10.38,25.73,17.575,96.02,531
jobs_10000,Priority,281,10000,574,19.94,35.29,17.422,95.19,1713
jobs_10000,FIFO,282,10000,573,18.93,34.29,17.452,95.01,2546
jobs_10000,SJF,282,10000,567,9.91,25.26,17.637,96.02,516
jobs_10000,Priority,282,10000,572,19.01,34.36,17.483,95.18,1653
jobs_10000,FIFO,283,10000,571,18.02,33.37,17.513,95.01,2297
jobs_10000,SJF,283,10000,566,9.43,24.78,17.668,95.85,495
jobs_10000,Priority,283,10000,570,18.10,33.45,17.544,95.18,1580
jobs_10000,FIFO,284,10000,569,17.12,32.47,17.575,95.01,1986
jobs_10000,SJF,284,10000,565,8.97,24.32,17.699,95.68,485
jobs_10000,Priority,284,10000,568,17.18,32.53,17.606,95.18,1515
jobs_10000,FIFO,285,10000,567,16.23,31.58,17.637,95.01,1771
jobs_10000,SJF,285,10000,564,8.50,23.85,17.730,95.51,473
jobs_10000,Priority,285,10000,566,16.28,31.63,17.668,95.18,1465
jobs_10000,FIFO,286,10000,565,15.35,30.70,17.699,95.01,1367
jobs_10000,SJF,286,10000,562,8.04,23.40,17.794,95.52,465
jobs_10000,Priority,286,10000,565,15.39,30.74,17.699,95.01,1424
jobs_10000,FIFO,287,10000,564,14.48,29.83,17.730,94.85,992
jobs_10000,SJF,287,10000,561,7.59,22.94,17.825,95.36,455
jobs_10000,Priority,287,10000,563,14.51,29.86,17.762,95.02,1373
jobs_10000,FIFO,288,10000,562,13.62,28.98,17.794,94.86,161
jobs_10000,SJF,288,10000,561,7.13,22.49,17.825,95.02,451
jobs_10000,Priority,288,10000,561,13.65,29.00,17.825,95.02,1362
jobs_10000,FIFO,289,10000,560,12.77,28.13,17.857,94.86,4
jobs_10000,SJF,289,10000,559,6.68,22.04,17.889,95.03,434
jobs_10000,Priority,289,10000,559,12.80,28.15,17.889,95.03,1337
jobs_10000,FIFO,290,10000,558,11.93,27.28,17.921,94.88,0
jobs_10000,SJF,290,10000,555,6.24,21.59,18.018,95.39,412
jobs_10000,Priority,290,10000,558,11.95,27.31,17.921,94.88,1294
jobs_10000,FIFO,291,10000,557,11.09,26.45,17.953,94.72,0
jobs_10000,SJF,291,10000,549,5.81,21.16,18.215,96.10,375
jobs_10000,Priority,291,10000,556,11.12,26.48,17.986,94.89,1256
jobs_10000,FIFO,292,10000,555,10.26,25.62,18.018,94.74,0
jobs_10000,SJF,292,10000,547,5.40,20.75,18.282,96.12,322
jobs_10000,Priority,292,10000,555,10.30,25.65,18.018,94.74,1214
jobs_10000,FIFO,293,10000,553,9.45,24.80,18.083,94.75,0
jobs_10000,SJF,293,10000,546,5.01,20.36,18.315,95.97,273
jobs_10000,Priority,293,10000,552,9.50,24.85,18.116,94.93,1175
jobs_10000,FIFO,294,10000,552,8.72,24.07,18.116,94.60,0
jobs_10000,SJF,294,10000,544,4.66,20.01,18.382,95.99,280
jobs_10000,Priority,294,10000,551,8.76,24.12,18.149,94.77,1146
jobs_10000,FIFO,295,10000,550,8.11,23.46,18.182,94.62,0
jobs_10000,SJF,295,10000,543,4.35,19.70,18.416,95.84,269
jobs_10000,Priority,295,10000,550,8.15,23.51,18.182,94.62,1130
jobs_10000,FIFO,296,10000,549,7.58,22.93,18.215,94.48,0
jobs_10000,SJF,296,10000,542,4.06,19.41,18.450,95.70,240
jobs_10000,Priority,296,10000,548,7.64,22.99,18.248,94.65,1108
jobs_10000,FIFO,297,10000,548,7.13,22.48,18.248,94.33,0
jobs_10000,SJF,297,10000,541,3.79,19.15,18.484,95.55,227
jobs_10000,Priority,297,10000,547,7.20,22.55,18.282,94.50,1089
jobs_10000,FIFO,298,10000,546,6.71,22.06,18.315,94.36,0
jobs_10000,SJF,298,10000,541,3.56,18.91,18.484,95.23,213
jobs_10000,Priority,298,10000,546,6.77,22.13,18.315,94.36,1059
jobs_10000,FIFO,299,10000,545,6.29,21.64,18.349,94.22,0
jobs_10000,SJF,299,10000,540,3.34,18.69,18.519,95.09,207
jobs_10000,Priority,299,10000,545,6.35,21.71,18.349,94.22,1041
jobs_10000,FIFO,300,10000,544,5.89,21.24,18.382,94.07,0
jobs_10000,SJF,300,10000,539,3.12,18.47,18.553,94.95,197
jobs_10000,Priority,300,10000,543,5.96,21.31,18.416,94.25,1032
